181, 30
242, 37
293, 51
343, 69
394, 105
430, 147
454, 189
474, 217
489, 252
474, 279
453, 314
431, 351
399, 393
340, 432
290, 453
235, 467
183, 474
116, 62
99, 109
89, 141
88, 177
99, 222
103, 283
91, 321
89, 357
92, 394
119, 434
173, 252
211, 252
245, 252
248, 252
276, 220
272, 236
279, 252
272, 267
275, 285
174, 95
140, 126
144, 155
177, 198
202, 160
201, 132
172, 307
142, 333
139, 360
169, 409
201, 359
202, 332
356, 192
346, 218
329, 241
339, 252
331, 267
343, 292
349, 316
363, 288
375, 274
380, 252
375, 229
364, 214
356, 205
342, 239
342, 252
342, 266
349, 302
349, 266
347, 251
349, 239
