181, 31
242, 38
293, 53
343, 73
394, 111
430, 156
454, 194
474, 219
489, 252
474, 277
453, 308
431, 341
399, 384
340, 426
290, 450
235, 465
183, 474
116, 60
99, 108
89, 141
88, 178
99, 224
103, 281
91, 320
89, 357
92, 396
119, 436
176, 252
214, 252
248, 252
248, 252
276, 225
272, 236
280, 252
272, 267
275, 280
176, 94
142, 124
146, 153
179, 198
208, 158
206, 131
174, 307
143, 334
140, 360
171, 410
206, 359
207, 332
356, 197
347, 221
330, 242
341, 252
333, 266
344, 289
349, 311
362, 285
373, 272
378, 252
374, 231
363, 217
356, 210
342, 240
342, 252
342, 265
349, 297
349, 265
347, 251
349, 240
