181, 28
242, 33
293, 44
343, 59
395, 87
430, 120
454, 164
474, 209
489, 252
474, 288
453, 341
431, 380
399, 417
340, 448
290, 461
235, 471
183, 475
115, 69
98, 111
88, 141
87, 174
98, 216
102, 288
90, 323
88, 356
91, 391
118, 427
164, 252
202, 252
235, 252
248, 252
276, 209
272, 236
276, 252
272, 267
275, 296
169, 99
138, 132
142, 161
172, 199
189, 163
188, 136
168, 306
140, 331
137, 360
165, 405
188, 360
189, 331
356, 179
342, 210
325, 238
335, 252
327, 270
339, 299
349, 329
368, 295
379, 278
385, 252
379, 224
369, 205
356, 193
342, 235
342, 252
342, 269
349, 314
349, 269
347, 250
349, 235
