181, 26
242, 30
293, 38
343, 51
394, 73
430, 100
454, 142
474, 192
489, 252
474, 308
453, 365
431, 401
399, 435
340, 460
290, 467
235, 475
182, 476
114, 70
97, 109
87, 137
86, 168
97, 207
101, 298
89, 330
87, 361
90, 393
117, 427
157, 252
194, 252
224, 252
248, 252
276, 201
272, 236
276, 252
272, 267
275, 304
166, 103
137, 139
142, 169
169, 199
177, 168
176, 141
166, 306
141, 330
137, 360
163, 401
177, 361
178, 331
356, 169
338, 204
321, 236
331, 252
323, 272
335, 306
349, 339
372, 301
384, 281
389, 252
384, 220
373, 199
356, 182
342, 231
342, 252
342, 272
349, 325
349, 272
347, 250
349, 231
